time_s,x_enu_m,y_enu_m,z_enu_m,vx_enu_m_s,vy_enu_m_s,vz_enu_m_s
30.538795237816597,-2.881225912564205,456.56635570430547,964.2954557539099,-0.030321653279103345,12.688345055202717,-107.72310278424327
30.646982140671152,-2.88442744277887,457.93743392990547,952.5980726733815,-0.028861944681657273,12.658077756008513,-108.51986817554207
30.755169043525708,-2.887470711796528,459.3052270232488,940.8147211760327,-0.02739640250631388,12.62764038658778,-109.31253413412443
30.779138003233157,-2.888123474162054,459.60781723276716,938.1925148534497,-0.02707091927936215,12.62087195286379,-109.48759902107919
30.803106962940607,-2.888768431783021,459.9102451381609,935.5661149478271,-0.026745130368628037,12.614091952639209,-109.66246524595795
30.827075922648056,-2.889405577056936,460.21251041667966,932.9355260739762,-0.026419025854847032,12.607299656974787,-109.8371331850591
30.851044882355506,-2.890034902268933,460.5146127557579,930.300752948682,-0.026092605480120108,12.60049534296732,-110.01160296227734
30.898982801770405,-2.8912700630003325,461.1183275727597,925.0186730059825,-0.02543885397878036,12.586855243275654,-110.35994753066299
30.946920721185304,-2.8924738567320563,461.7213876830865,919.7199131713223,-0.02478395317664681,12.57318066753887,-110.70749756249585
30.994858640600203,-2.8936462301473065,462.3237916119869,914.4045116050595,-0.02412798675589266,12.559480134971931,-111.05425051656572
31.042796560015102,-2.894787133534697,462.92553821592304,909.0725066034529,-0.023471018699427415,12.545758506320954,-111.40020299252113
31.107820773239382,-2.8962843053735026,463.74071024522675,901.8135733740169,-0.022578323778691213,12.527110068640276,-111.86817471267673
31.172844986463662,-2.8977233680445686,464.55466778329196,894.5242591793476,-0.02168373553223956,12.508405669843922,-112.33465344651724
31.237869199687943,-2.899104195147239,465.36740671394347,887.204661590999,-0.020787136328104635,12.48962831868513,-112.79962336549616
31.302893412912223,-2.9004266549304876,466.17892212917576,879.8548792423949,-0.019888471423214968,12.470770214840392,-113.26306749027796
31.375528394083386,-2.9018347264836293,467.0839686822533,871.609271975936,-0.01888226493020022,12.449616805090463,-113.77893240150094
31.44816337525455,-2.9031696307573363,467.98747626037994,863.3262649660846,-0.017873816132675836,12.428393400969771,-114.29285750747364
31.52079835642571,-2.904431209916155,468.8894401266489,855.0059996418181,-0.01686333643387124,12.40711819286257,-114.80483487273968
31.593433337596874,-2.9056193123570018,469.78985600751395,846.6486175499433,-0.015850702551459914,12.385776121092318,-115.31486792541203
31.666068318768037,-2.9067337738362147,470.688718201523,838.2542595272912,-0.014835591656127864,12.364332739201254,-115.82296968354663
31.7387032999392,-2.9077744165299353,471.58601937883765,829.8230652786885,-0.013817997428621496,12.342782276004892,-116.32915639344536
31.79839673362831,-2.908574264632963,472.3222728208293,822.8665985084008,-0.01298019578256227,12.325019670835717,-116.74372995207202
